name,email,date,is_partner,company,role_company,donation_frecuency,suscription_status,donation_type,amount,method_pay,donation_date
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,None,None,1,1,1,4517.93,1,2017-06-04
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,None,None,1,1,1,4517.93,1,2017-07-04
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,None,None,1,1,1,4517.93,1,2017-08-04
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,None,None,1,1,1,4517.93,1,2017-09-04
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,None,None,1,1,1,4517.93,1,2017-10-04
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,None,None,1,1,1,4517.93,1,2017-11-04
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,None,None,1,1,1,4517.93,1,2017-12-04
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,None,None,1,1,1,4517.93,1,2018-01-04
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,None,None,1,1,1,4517.93,1,2018-02-04
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,None,None,1,1,1,4517.93,1,2018-03-04
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,None,None,1,1,1,4517.93,1,2018-04-04
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,None,None,1,1,1,4517.93,1,2018-05-04
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,None,None,1,1,1,4517.93,1,2018-06-04
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,None,None,1,1,1,4517.93,1,2018-07-04
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,None,None,1,1,1,4517.93,1,2018-08-04
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,None,None,1,1,1,4517.93,1,2018-09-04
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,None,None,1,1,1,4517.93,1,2018-10-04
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,None,None,1,1,1,4517.93,1,2018-11-04
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2021-06-30
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2021-07-30
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2021-08-30
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2021-09-30
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2021-10-30
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2021-11-30
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2021-12-30
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2022-01-30
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2022-02-28
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2022-03-30
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2022-04-30
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2022-05-30
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2022-06-30
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2022-07-30
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2022-08-30
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2022-09-30
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2022-10-30
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2022-11-30
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2022-12-30
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2023-01-30
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2023-02-28
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2023-03-30
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2023-04-30
Charles Miller,charles.miller@gmail.com,2021-06-30,0,None,None,1,1,1,6325.1,2,2023-05-30
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,None,None,1,1,1,451.79,1,2016-02-20
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,None,None,1,1,1,451.79,1,2016-03-20
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,None,None,1,1,1,451.79,1,2016-04-20
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,None,None,1,1,1,451.79,1,2016-05-20
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,None,None,1,1,1,451.79,1,2016-06-20
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,None,None,1,1,1,451.79,1,2016-07-20
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,None,None,1,1,1,451.79,1,2016-08-20
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,None,None,1,1,1,451.79,1,2016-09-20
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,None,None,1,1,1,451.79,1,2016-10-20
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,None,None,1,1,1,451.79,1,2016-11-20
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,None,None,1,1,1,451.79,1,2016-12-20
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,None,None,1,1,1,451.79,1,2017-01-20
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,None,None,1,1,1,451.79,1,2017-02-20
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,None,None,1,1,1,451.79,1,2017-03-20
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,None,None,1,1,1,451.79,1,2017-04-20
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,None,None,1,1,1,451.79,1,2017-05-20
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,None,None,1,1,1,451.79,1,2017-06-20
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,None,None,1,1,1,451.79,1,2017-07-20
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,None,None,1,1,1,451.79,1,2017-08-20
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,None,None,1,1,1,451.79,1,2017-09-20
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,None,None,1,1,1,451.79,1,2017-10-20
Andre Landry,andre.landry@gmail.com,2007-05-01,0,None,None,1,1,1,8132.27,1,2007-05-01
Andre Landry,andre.landry@gmail.com,2007-05-01,0,None,None,1,1,1,8132.27,1,2007-06-01
Andre Landry,andre.landry@gmail.com,2007-05-01,0,None,None,1,1,1,8132.27,1,2007-07-01
Andre Landry,andre.landry@gmail.com,2007-05-01,0,None,None,1,1,1,8132.27,1,2007-08-01
Andre Landry,andre.landry@gmail.com,2007-05-01,0,None,None,1,1,1,8132.27,1,2007-09-01
Andre Landry,andre.landry@gmail.com,2007-05-01,0,None,None,1,1,1,8132.27,1,2007-10-01
Andre Landry,andre.landry@gmail.com,2007-05-01,0,None,None,1,1,1,8132.27,1,2007-11-01
Andre Landry,andre.landry@gmail.com,2007-05-01,0,None,None,1,1,1,8132.27,1,2007-12-01
Andre Landry,andre.landry@gmail.com,2007-05-01,0,None,None,1,1,1,8132.27,1,2008-01-01
Andre Landry,andre.landry@gmail.com,2007-05-01,0,None,None,1,1,1,8132.27,1,2008-02-01
Andre Landry,andre.landry@gmail.com,2007-05-01,0,None,None,1,1,1,8132.27,1,2008-03-01
Andre Landry,andre.landry@gmail.com,2007-05-01,0,None,None,1,1,1,8132.27,1,2008-04-01
Andre Landry,andre.landry@gmail.com,2007-05-01,0,None,None,1,1,1,8132.27,1,2008-05-01
Andre Landry,andre.landry@gmail.com,2007-05-01,0,None,None,1,1,1,8132.27,1,2008-06-01
Andre Landry,andre.landry@gmail.com,2007-05-01,0,None,None,1,1,1,8132.27,1,2008-07-01
Vincent Sampson,vincent.sampson@gmail.com,2014-09-20,0,None,None,1,1,1,4517.93,3,2014-09-20
Vincent Sampson,vincent.sampson@gmail.com,2014-09-20,0,None,None,1,1,1,4517.93,3,2014-10-20
Vincent Sampson,vincent.sampson@gmail.com,2014-09-20,0,None,None,1,1,1,4517.93,3,2014-11-20
Vincent Sampson,vincent.sampson@gmail.com,2014-09-20,0,None,None,1,1,1,4517.93,3,2014-12-20
Vincent Sampson,vincent.sampson@gmail.com,2014-09-20,0,None,None,1,1,1,4517.93,3,2015-01-20
Vincent Sampson,vincent.sampson@gmail.com,2014-09-20,0,None,None,1,1,1,4517.93,3,2015-02-20
Vincent Sampson,vincent.sampson@gmail.com,2014-09-20,0,None,None,1,1,1,4517.93,3,2015-03-20
Vincent Sampson,vincent.sampson@gmail.com,2014-09-20,0,None,None,1,1,1,4517.93,3,2015-04-20
Vincent Sampson,vincent.sampson@gmail.com,2014-09-20,0,None,None,1,1,1,4517.93,3,2015-05-20
Vincent Sampson,vincent.sampson@gmail.com,2014-09-20,0,None,None,1,1,1,4517.93,3,2015-06-20
Justin Coleman,justin.coleman@gmail.com,2007-12-25,0,None,None,1,1,1,451.79,1,2007-12-25
Justin Coleman,justin.coleman@gmail.com,2007-12-25,0,None,None,1,1,1,451.79,1,2008-01-25
Justin Coleman,justin.coleman@gmail.com,2007-12-25,0,None,None,1,1,1,451.79,1,2008-02-25
Justin Coleman,justin.coleman@gmail.com,2007-12-25,0,None,None,1,1,1,451.79,1,2008-03-25
Justin Coleman,justin.coleman@gmail.com,2007-12-25,0,None,None,1,1,1,451.79,1,2008-04-25
Justin Coleman,justin.coleman@gmail.com,2007-12-25,0,None,None,1,1,1,451.79,1,2008-05-25
Justin Coleman,justin.coleman@gmail.com,2007-12-25,0,None,None,1,1,1,451.79,1,2008-06-25
Cynthia Haynes,cynthia.haynes@gmail.com,2009-05-15,0,None,None,1,1,1,8132.27,2,2009-05-15
Cynthia Haynes,cynthia.haynes@gmail.com,2009-05-15,0,None,None,1,1,1,8132.27,2,2009-06-15
Cynthia Haynes,cynthia.haynes@gmail.com,2009-05-15,0,None,None,1,1,1,8132.27,2,2009-07-15
Cynthia Haynes,cynthia.haynes@gmail.com,2009-05-15,0,None,None,1,1,1,8132.27,2,2009-08-15
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,None,None,1,1,1,4517.93,1,2018-05-10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,None,None,1,1,1,4517.93,1,2018-06-10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,None,None,1,1,1,4517.93,1,2018-07-10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,None,None,1,1,1,4517.93,1,2018-08-10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,None,None,1,1,1,4517.93,1,2018-09-10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,None,None,1,1,1,4517.93,1,2018-10-10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,None,None,1,1,1,4517.93,1,2018-11-10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,None,None,1,1,1,4517.93,1,2018-12-10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,None,None,1,1,1,4517.93,1,2019-01-10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,None,None,1,1,1,4517.93,1,2019-02-10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,None,None,1,1,1,4517.93,1,2019-03-10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,None,None,1,1,1,4517.93,1,2019-04-10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,None,None,1,1,1,4517.93,1,2019-05-10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,None,None,1,1,1,4517.93,1,2019-06-10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,None,None,1,1,1,4517.93,1,2019-07-10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,None,None,1,1,1,4517.93,1,2019-08-10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,None,None,1,1,1,4517.93,1,2019-09-10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,None,None,1,1,1,4517.93,1,2019-10-10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,None,None,1,1,1,4517.93,1,2019-11-10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,None,None,1,1,1,4517.93,1,2019-12-10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,None,None,1,1,1,4517.93,1,2020-01-10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,None,None,1,1,1,4517.93,1,2020-02-10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,None,None,1,1,1,4517.93,1,2020-03-10
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,None,None,1,1,1,9035.86,1,2008-04-28
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,None,None,1,1,1,9035.86,1,2008-05-28
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,None,None,1,1,1,9035.86,1,2008-06-28
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,None,None,1,1,1,9035.86,1,2008-07-28
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,None,None,1,1,1,9035.86,1,2008-08-28
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,None,None,1,1,1,9035.86,1,2008-09-28
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,None,None,1,1,1,9035.86,1,2008-10-28
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,None,None,1,1,1,9035.86,1,2008-11-28
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,None,None,1,1,1,9035.86,1,2008-12-28
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,None,None,1,1,1,9035.86,1,2009-01-28
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,None,None,1,1,1,9035.86,1,2009-02-28
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,None,None,1,1,1,9035.86,1,2009-03-28
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,None,None,1,1,1,9035.86,1,2009-04-28
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,None,None,1,1,1,9035.86,1,2009-05-28
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,None,None,1,1,1,9035.86,1,2009-06-28
Thomas Davis,thomas.davis@gmail.com,2007-03-09,0,None,None,1,1,1,90.36,1,2007-03-09
Thomas Davis,thomas.davis@gmail.com,2007-03-09,0,None,None,1,1,1,90.36,1,2007-04-09
Thomas Davis,thomas.davis@gmail.com,2007-03-09,0,None,None,1,1,1,90.36,1,2007-05-09
Thomas Davis,thomas.davis@gmail.com,2007-03-09,0,None,None,1,1,1,90.36,1,2007-06-09
Thomas Davis,thomas.davis@gmail.com,2007-03-09,0,None,None,1,1,1,90.36,1,2007-07-09
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,None,None,1,1,1,3162.55,1,2012-08-11
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,None,None,1,1,1,3162.55,1,2012-09-11
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,None,None,1,1,1,3162.55,1,2012-10-11
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,None,None,1,1,1,3162.55,1,2012-11-11
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,None,None,1,1,1,3162.55,1,2012-12-11
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,None,None,1,1,1,3162.55,1,2013-01-11
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,None,None,1,1,1,3162.55,1,2013-02-11
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,None,None,1,1,1,3162.55,1,2013-03-11
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,None,None,1,1,1,3162.55,1,2013-04-11
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,None,None,1,1,1,3162.55,1,2013-05-11
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,None,None,1,1,1,3162.55,1,2013-06-11
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,None,None,1,1,1,3162.55,1,2013-07-11
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,None,None,1,1,1,3162.55,1,2013-08-11
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,None,None,1,1,1,3162.55,1,2013-09-11
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,None,None,1,1,1,3162.55,1,2013-10-11
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,None,None,1,1,1,3162.55,1,2013-11-11
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,None,None,1,1,1,3162.55,1,2013-12-11
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,None,None,1,1,1,3162.55,1,2014-01-11
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,None,None,1,1,1,3162.55,1,2014-02-11
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,None,None,1,1,1,3162.55,1,2014-03-11
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,None,None,1,1,1,3162.55,1,2014-04-11
Jennifer Martin,jennifer.martin@gmail.com,2019-06-22,0,None,None,1,1,1,451.79,2,2019-06-22
Jennifer Martin,jennifer.martin@gmail.com,2019-06-22,0,None,None,1,1,1,451.79,2,2019-07-22
Jennifer Martin,jennifer.martin@gmail.com,2019-06-22,0,None,None,1,1,1,451.79,2,2019-08-22
Jennifer Martin,jennifer.martin@gmail.com,2019-06-22,0,None,None,1,1,1,451.79,2,2019-09-22
Jennifer Martin,jennifer.martin@gmail.com,2019-06-22,0,None,None,1,1,1,451.79,2,2019-10-22
Kenneth Wolfe,kenneth.wolfe@gmail.com,2015-01-27,0,None,None,1,1,1,1355.38,2,2015-01-27
Kenneth Wolfe,kenneth.wolfe@gmail.com,2015-01-27,0,None,None,1,1,1,1355.38,2,2015-02-27
Kenneth Wolfe,kenneth.wolfe@gmail.com,2015-01-27,0,None,None,1,1,1,1355.38,2,2015-03-27
Kenneth Wolfe,kenneth.wolfe@gmail.com,2015-01-27,0,None,None,1,1,1,1355.38,2,2015-04-27
Kenneth Wolfe,kenneth.wolfe@gmail.com,2015-01-27,0,None,None,1,1,1,1355.38,2,2015-05-27
Kenneth Wolfe,kenneth.wolfe@gmail.com,2015-01-27,0,None,None,1,1,1,1355.38,2,2015-06-27
Kenneth Wolfe,kenneth.wolfe@gmail.com,2015-01-27,0,None,None,1,1,1,1355.38,2,2015-07-27
Kenneth Wolfe,kenneth.wolfe@gmail.com,2015-01-27,0,None,None,1,1,1,1355.38,2,2015-08-27
Kenneth Wolfe,kenneth.wolfe@gmail.com,2015-01-27,0,None,None,1,1,1,1355.38,2,2015-09-27
Kenneth Wolfe,kenneth.wolfe@gmail.com,2015-01-27,0,None,None,1,1,1,1355.38,2,2015-10-27
Kenneth Wolfe,kenneth.wolfe@gmail.com,2015-01-27,0,None,None,1,1,1,1355.38,2,2015-11-27
Kenneth Wolfe,kenneth.wolfe@gmail.com,2015-01-27,0,None,None,1,1,1,1355.38,2,2015-12-27
Sarah Jenkins,sarah.jenkins@gmail.com,2023-01-27,0,None,None,1,1,1,90.36,1,2023-01-27
Sarah Jenkins,sarah.jenkins@gmail.com,2023-01-27,0,None,None,1,1,1,90.36,1,2023-02-27
Sarah Jenkins,sarah.jenkins@gmail.com,2023-01-27,0,None,None,1,1,1,90.36,1,2023-03-27
Sarah Jenkins,sarah.jenkins@gmail.com,2023-01-27,0,None,None,1,1,1,90.36,1,2023-04-27
Sarah Jenkins,sarah.jenkins@gmail.com,2023-01-27,0,None,None,1,1,1,90.36,1,2023-05-27
Sarah Jenkins,sarah.jenkins@gmail.com,2023-01-27,0,None,None,1,1,1,90.36,1,2023-06-27
Sarah Jenkins,sarah.jenkins@gmail.com,2023-01-27,0,None,None,1,1,1,90.36,1,2023-07-27
Sarah Jenkins,sarah.jenkins@gmail.com,2023-01-27,0,None,None,1,1,1,90.36,1,2023-08-27
Sarah Jenkins,sarah.jenkins@gmail.com,2023-01-27,0,None,None,1,1,1,90.36,1,2023-09-27
Sarah Jenkins,sarah.jenkins@gmail.com,2023-01-27,0,None,None,1,1,1,90.36,1,2023-10-27
Sarah Jenkins,sarah.jenkins@gmail.com,2023-01-27,0,None,None,1,1,1,90.36,1,2023-11-27
Sarah Jenkins,sarah.jenkins@gmail.com,2023-01-27,0,None,None,1,1,1,90.36,1,2023-12-27
Sarah Jenkins,sarah.jenkins@gmail.com,2023-01-27,0,None,None,1,1,1,90.36,1,2024-01-27
Sarah Jenkins,sarah.jenkins@gmail.com,2023-01-27,0,None,None,1,1,1,90.36,1,2024-02-27
Sarah Jenkins,sarah.jenkins@gmail.com,2023-01-27,0,None,None,1,1,1,90.36,1,2024-03-27
Sarah Jenkins,sarah.jenkins@gmail.com,2023-01-27,0,None,None,1,1,1,90.36,1,2024-04-27
Sarah Jenkins,sarah.jenkins@gmail.com,2023-01-27,0,None,None,1,1,1,90.36,1,2024-05-27
Sarah Jenkins,sarah.jenkins@gmail.com,2023-01-27,0,None,None,1,1,1,90.36,1,2024-06-27
Danny Cruz,danny.cruz@gmail.com,2021-07-15,0,None,None,1,1,1,1355.38,3,2021-07-15
Danny Cruz,danny.cruz@gmail.com,2021-07-15,0,None,None,1,1,1,1355.38,3,2021-08-15
Danny Cruz,danny.cruz@gmail.com,2021-07-15,0,None,None,1,1,1,1355.38,3,2021-09-15
Danny Cruz,danny.cruz@gmail.com,2021-07-15,0,None,None,1,1,1,1355.38,3,2021-10-15
Danny Cruz,danny.cruz@gmail.com,2021-07-15,0,None,None,1,1,1,1355.38,3,2021-11-15
Danny Cruz,danny.cruz@gmail.com,2021-07-15,0,None,None,1,1,1,1355.38,3,2021-12-15
Danny Cruz,danny.cruz@gmail.com,2021-07-15,0,None,None,1,1,1,1355.38,3,2022-01-15
Danny Cruz,danny.cruz@gmail.com,2021-07-15,0,None,None,1,1,1,1355.38,3,2022-02-15
Danny Cruz,danny.cruz@gmail.com,2021-07-15,0,None,None,1,1,1,1355.38,3,2022-03-15
Danny Cruz,danny.cruz@gmail.com,2021-07-15,0,None,None,1,1,1,1355.38,3,2022-04-15
Danny Cruz,danny.cruz@gmail.com,2021-07-15,0,None,None,1,1,1,1355.38,3,2022-05-15
Danny Cruz,danny.cruz@gmail.com,2021-07-15,0,None,None,1,1,1,1355.38,3,2022-06-15
Danny Cruz,danny.cruz@gmail.com,2021-07-15,0,None,None,1,1,1,1355.38,3,2022-07-15
Katrina Gomez,katrina.gomez@gmail.com,2012-09-18,0,None,None,1,1,1,1807.17,2,2012-09-18
Katrina Gomez,katrina.gomez@gmail.com,2012-09-18,0,None,None,1,1,1,1807.17,2,2012-10-18
Katrina Gomez,katrina.gomez@gmail.com,2012-09-18,0,None,None,1,1,1,1807.17,2,2012-11-18
Katrina Gomez,katrina.gomez@gmail.com,2012-09-18,0,None,None,1,1,1,1807.17,2,2012-12-18
Katrina Gomez,katrina.gomez@gmail.com,2012-09-18,0,None,None,1,1,1,1807.17,2,2013-01-18
Katrina Gomez,katrina.gomez@gmail.com,2012-09-18,0,None,None,1,1,1,1807.17,2,2013-02-18
Katrina Gomez,katrina.gomez@gmail.com,2012-09-18,0,None,None,1,1,1,1807.17,2,2013-03-18
Katrina Gomez,katrina.gomez@gmail.com,2012-09-18,0,None,None,1,1,1,1807.17,2,2013-04-18
Katrina Gomez,katrina.gomez@gmail.com,2012-09-18,0,None,None,1,1,1,1807.17,2,2013-05-18
Katrina Gomez,katrina.gomez@gmail.com,2012-09-18,0,None,None,1,1,1,1807.17,2,2013-06-18
Katrina Gomez,katrina.gomez@gmail.com,2012-09-18,0,None,None,1,1,1,1807.17,2,2013-07-18
Katrina Gomez,katrina.gomez@gmail.com,2012-09-18,0,None,None,1,1,1,1807.17,2,2013-08-18
Katrina Gomez,katrina.gomez@gmail.com,2012-09-18,0,None,None,1,1,1,1807.17,2,2013-09-18
Katrina Gomez,katrina.gomez@gmail.com,2012-09-18,0,None,None,1,1,1,1807.17,2,2013-10-18
Katrina Gomez,katrina.gomez@gmail.com,2012-09-18,0,None,None,1,1,1,1807.17,2,2013-11-18
Katrina Gomez,katrina.gomez@gmail.com,2012-09-18,0,None,None,1,1,1,1807.17,2,2013-12-18
Katrina Gomez,katrina.gomez@gmail.com,2012-09-18,0,None,None,1,1,1,1807.17,2,2014-01-18
Michael Villarreal,michael.villarreal@gmail.com,2019-10-13,0,None,None,1,1,1,451.79,1,2019-10-13
Michael Villarreal,michael.villarreal@gmail.com,2019-10-13,0,None,None,1,1,1,451.79,1,2019-11-13
Michael Villarreal,michael.villarreal@gmail.com,2019-10-13,0,None,None,1,1,1,451.79,1,2019-12-13
Michael Villarreal,michael.villarreal@gmail.com,2019-10-13,0,None,None,1,1,1,451.79,1,2020-01-13
Michael Villarreal,michael.villarreal@gmail.com,2019-10-13,0,None,None,1,1,1,451.79,1,2020-02-13
Michael Villarreal,michael.villarreal@gmail.com,2019-10-13,0,None,None,1,1,1,451.79,1,2020-03-13
Michael Villarreal,michael.villarreal@gmail.com,2019-10-13,0,None,None,1,1,1,451.79,1,2020-04-13
Michael Villarreal,michael.villarreal@gmail.com,2019-10-13,0,None,None,1,1,1,451.79,1,2020-05-13
Michael Villarreal,michael.villarreal@gmail.com,2019-10-13,0,None,None,1,1,1,451.79,1,2020-06-13
Michael Villarreal,michael.villarreal@gmail.com,2019-10-13,0,None,None,1,1,1,451.79,1,2020-07-13
Michael Villarreal,michael.villarreal@gmail.com,2019-10-13,0,None,None,1,1,1,451.79,1,2020-08-13
Michael Villarreal,michael.villarreal@gmail.com,2019-10-13,0,None,None,1,1,1,451.79,1,2020-09-13
Michael Villarreal,michael.villarreal@gmail.com,2019-10-13,0,None,None,1,1,1,451.79,1,2020-10-13
Michael Villarreal,michael.villarreal@gmail.com,2019-10-13,0,None,None,1,1,1,451.79,1,2020-11-13
Terri Trevino,terri.trevino@gmail.com,2011-05-19,0,None,None,1,1,1,90.36,2,2011-05-19
Terri Trevino,terri.trevino@gmail.com,2011-05-19,0,None,None,1,1,1,90.36,2,2011-06-19
Terri Trevino,terri.trevino@gmail.com,2011-05-19,0,None,None,1,1,1,90.36,2,2011-07-19
Terri Trevino,terri.trevino@gmail.com,2011-05-19,0,None,None,1,1,1,90.36,2,2011-08-19
Terri Trevino,terri.trevino@gmail.com,2011-05-19,0,None,None,1,1,1,90.36,2,2011-09-19
Terri Trevino,terri.trevino@gmail.com,2011-05-19,0,None,None,1,1,1,90.36,2,2011-10-19
Terri Trevino,terri.trevino@gmail.com,2011-05-19,0,None,None,1,1,1,90.36,2,2011-11-19
Terri Trevino,terri.trevino@gmail.com,2011-05-19,0,None,None,1,1,1,90.36,2,2011-12-19
Terri Trevino,terri.trevino@gmail.com,2011-05-19,0,None,None,1,1,1,90.36,2,2012-01-19
Terri Trevino,terri.trevino@gmail.com,2011-05-19,0,None,None,1,1,1,90.36,2,2012-02-19
Terri Trevino,terri.trevino@gmail.com,2011-05-19,0,None,None,1,1,1,90.36,2,2012-03-19
Terri Trevino,terri.trevino@gmail.com,2011-05-19,0,None,None,1,1,1,90.36,2,2012-04-19
